project_id,project_type,project_type_key,project_group,project_group_key,project_title,fund_source,source_agency,banner_program,year_funded,operating_unit,project_cost,beneficiary,quantity,province,district,municipality,barangay,ADM4_PCODE,ADM3_PCODE,ADM2_PCODE,match_status
ABEMIS1848,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Tabueng-Latar FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),1999500.00,,0.34,Nueva Vizcaya,Nueva Vizcaya,Aritao,Tabueng,PH0205002013,PH0205002,PH02050,barangay_matched
ABEMIS1849,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,DINGDIANGAT DD REHAB,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),2292500.50,BRGY. P.D. GALIMA FARMER BENEFICIARIES,1.00,Nueva Vizcaya,Nueva Vizcaya,Solano,Pilar D. Galima,PH0205013023,PH0205013,PH02050,barangay_matched
ABEMIS1850,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Brgy. Maura - Brgy. Gaddang FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2015,Cagayan Valley (Region II),2475000.00,,0.28,Cagayan,1st District,Aparri,Maura,PH0201505030,PH0201505,PH02015,barangay_matched
ABEMIS1851,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,UMFA DIVERSION STRUCTURE,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),1815788.20,BRGY. MUNGUIA FARMER BENEFICIARIES,1.00,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Munguia,PH0205007015,PH0205007,PH02050,barangay_matched
ABEMIS1852,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Minallo to Brgy. Flores FMR, Brgy. Minallo and Brgy. Flores, Naguilian, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1801810.14,,0.20,Isabela,2nd District,Naguilian,Minallo,PH0203120010,PH0203120,PH02031,barangay_matched
ABEMIS1853,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Sinalugan to Brgy. Dingading FMR, Brgy. Sinalugan and Brgy. Dingading, San Guillermo, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2018,Cagayan Valley (Region II),10000000.00,,1.00,Isabela,6th District,San Guillermo,Sinalugan,PH0203128020,PH0203128,PH02031,barangay_matched
ABEMIS1854,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,BACULOD SWIP,National Government,DA - OSEC,Rice Program,2016,Cagayan Valley (Region II),6438807.50,Baculud Small Water Irrigation System Association,1.00,Cagayan,3rd District,Iguig,Baculud,PH0201515003,PH0201515,PH02015,barangay_matched
ABEMIS1855,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Bisagu FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2015,Cagayan Valley (Region II),2475000.00,,0.35,Cagayan,1st District,Aparri,,,PH0201505,PH02015,barangay_unmatched
ABEMIS1856,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,QES SWIP,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),5214788.28,BRGY. DUNGO FARMER BENEFICIARIES,1.00,Quirino,Quirino,Aglipay,Dungo (Osme?a),,PH0205701,PH02057,barangay_unmatched
ABEMIS1857,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Caquilingan and Anonang Phase 2 FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),9950000.00,,1.03,Isabela,4th District,Cordon,Caquilingan (San Luis),PH0203109004,PH0203109,PH02031,barangay_matched
ABEMIS1858,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,TAMSI DD,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),4994314.65,SAN DIONICIO II,1.00,Quirino,Quirino,Nagtipunan,San Dionisio II,PH0205706011,PH0205706,PH02057,barangay_matched
ABEMIS1859,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Maluno Sur to Brgy. Maluno Norte FMR, Brgy.Maluno Sur and Brgy, Maluno Norte, Benito Soliven, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),4719865.94,,0.50,Isabela,2nd District,Benito Soliven,Maluno Sur,PH0203104013,PH0203104,PH02031,barangay_matched
ABEMIS1860,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,CABRA SWIP REHAB,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),2853861.54,BRGY. CABRA FARMER BENEFICIARIES,1.00,Nueva Vizcaya,Nueva Vizcaya,Diadi,,,PH0205006,PH02050,barangay_unmatched
ABEMIS1861,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,DAMMANG DD,National Government,DA - OSEC,Rice Program,2016,Cagayan Valley (Region II),2486275.00,DAMMANG-NABBOTUAN Small Water Irrigation System Association,1.00,Cagayan,3rd District,Solana,Nabbotuan,PH0201527018,PH0201527,PH02015,barangay_matched
ABEMIS1862,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,SAN BERNABE SWIP,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),7017126.24,BRGY. SAN BERNABE FARMER BENEFICIARIES,1.00,Quirino,Quirino,Maddela,San Bernabe,PH0205704019,PH0205704,PH02057,barangay_matched
ABEMIS1863,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,SAN ANTONIO NORTH SWIP REHAB,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),1484435.82,BRGY. SAN ANTONIO FARMER BENEFICIARIES,1.00,Nueva Vizcaya,Nueva Vizcaya,Bambang,San Antonio North,PH0205004020,PH0205004,PH02050,barangay_matched
ABEMIS1864,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Joaquin De La Cruz FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2015,Cagayan Valley (Region II),2970000.00,,2.94,Cagayan,1st District,Camalaniugan,,,PH0201510,PH02015,barangay_unmatched
ABEMIS1865,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Brgy. San Bernabe - Sto. Tomas FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),19500000.00,,1.90,Quirino,Quirino,Maddela,San Salvador,PH0205704025,PH0205704,PH02057,barangay_matched
ABEMIS1866,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,GENERAL BALAO DD,National Government,DA - OSEC,Rice Program,2016,Cagayan Valley (Region II),2910107.53,PUSWAK Small Water Irrigation System Association,1.00,Cagayan,3rd District,Solana,Gen. Eulogio Balao,PH0201527041,PH0201527,PH02015,barangay_matched
ABEMIS1867,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Lurad FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),1990000.00,,0.20,Nueva Vizcaya,Nueva Vizcaya,Diadi,Lurad,PH0205006014,PH0205006,PH02050,barangay_matched
ABEMIS1868,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Brgy. Palagao Sur FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),2970000.00,,0.41,Cagayan,1st District,Gattaran,Palagao Sur,PH0201513041,PH0201513,PH02015,barangay_matched
ABEMIS1869,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Arubub FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),9068800.00,,1.90,Isabela,4th District,Jones,Arubub,PH0203115003,PH0203115,PH02031,barangay_matched
ABEMIS1870,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,ROMA SWIP,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),15908783.10,BRGY. ROMA SUR FARMER BENEFICIARIES,1.00,Cagayan,3rd District,Enrile,Roma Sur,PH0201512026,PH0201512,PH02015,barangay_matched
ABEMIS1871,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,CULAO DD REHAB,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),4524628.93,BRGY. CULAO FARMER BENEFICIARIES,1.00,Cagayan,2nd District,Claveria,Culao,PH0201511010,PH0201511,PH02015,barangay_matched
ABEMIS1872,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,KORAL SWIP,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),7065790.10,BRGY. CAMPO FARMER BENEFICIARIES,1.00,Cagayan,3rd District,Iguig,Campo,PH0201515005,PH0201515,PH02015,barangay_matched
ABEMIS1873,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Usol -Namnama FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),9950000.00,,1.01,Isabela,4th District,Jones,Usol,PH0203115043,PH0203115,PH02031,barangay_matched
ABEMIS1874,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Duruarog FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2015,Cagayan Valley (Region II),1980000.00,,0.43,Nueva Vizcaya,Nueva Vizcaya,Diadi,,,PH0205006,PH02050,barangay_unmatched
ABEMIS1875,Solar-Powered Irrigation System,abemis_solar_powered_irrigation_system_count,Irrigation and Water Systems,abemis_irrigation,Construction of Macanao SPIS Project,National Government,DA - OSEC,Rice Program,2018,Cagayan Valley (Region II),5700193.00,Macanao Small Water Irrigation System Association,1.00,Isabela,5th District,Luna,Maca?ao,,PH0203116,PH02031,barangay_unmatched
ABEMIS1876,Solar-Powered Irrigation System,abemis_solar_powered_irrigation_system_count,Irrigation and Water Systems,abemis_irrigation,Construction of San Juan SPIS Project,National Government,DA - OSEC,Rice Program,2018,Cagayan Valley (Region II),5780610.31,SITIO MINANGA SAN JUAN SWISA,1.00,Isabela,1st District,Ilagan City (Capital),,,PH0203114,PH02031,barangay_unmatched
ABEMIS1877,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,BALIUAG SWIP,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),14797577.90,BRGY. BALIUAG FARMER BENEFICIARIES,1.00,Cagayan,3rd District,Pe?ablanca,Baliuag,PH0201519003,PH0201519,PH02015,barangay_matched
ABEMIS1878,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,MASIN SWIP,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),26517580.75,BRGY. IRAGA FARMER BENEFICIARIES,1.00,Cagayan,3rd District,Solana,Iraga,PH0201527036,PH0201527,PH02015,barangay_matched
ABEMIS1879,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Sitio Limbo FMR, Brgy. Escoting, Diadi, Nueva Vizcaya",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2018,Cagayan Valley (Region II),1990000.00,,0.27,Nueva Vizcaya,Nueva Vizcaya,Diadi,Escoting,PH0205006006,PH0205006,PH02050,barangay_matched
ABEMIS1880,Solar-Powered Irrigation System,abemis_solar_powered_irrigation_system_count,Irrigation and Water Systems,abemis_irrigation,Construction of Labinab SPIS Project,National Government,DA - OSEC,Rice Program,2018,Cagayan Valley (Region II),6561030.00,Labinab Small Water Irrigation System Association,1.00,Isabela,6th District,City of Cauayan,Labinab,PH0203108039,PH0203108,PH02031,barangay_matched
ABEMIS1881,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. San Francisco FMR Brgy.San Francisco, Benito Soliven, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),4725965.10,,0.50,Isabela,2nd District,Benito Soliven,San Francisco,PH0203104019,PH0203104,PH02031,barangay_matched
ABEMIS1882,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Dappig and Caloacan FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),2895000.00,,0.41,Isabela,4th District,San Agustin,Dappig,PH0203127005,PH0203127,PH02031,barangay_matched
ABEMIS1883,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting Camaya FMR, Brgy. Sta. Maria, Itbayat, Batanes",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),1960000.00,,0.40,Batanes,Batanes,Itbayat,,,PH0200902,PH02009,barangay_unmatched
ABEMIS1884,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,SANBAYCAMCAL SWIP,National Government,DA - OSEC,Rice Program,2016,Cagayan Valley (Region II),12202433.34,CASABAY Small Water Irrigation System Association,1.00,Isabela,1st District,Delfin Albano (Magsaysay),Bayabo,PH0203118004,PH0203118,PH02031,barangay_matched
ABEMIS1885,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Cullit-Rosario FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2015,Cagayan Valley (Region II),3960000.00,,0.48,Cagayan,1st District,Lal-lo,,,PH0201516,PH02015,barangay_unmatched
ABEMIS1886,Solar-Powered Irrigation System,abemis_solar_powered_irrigation_system_count,Irrigation and Water Systems,abemis_irrigation,Construction of Namuccayan SPIS Project,National Government,DA - OSEC,Rice Program,2018,Cagayan Valley (Region II),5780292.47,Namuccayan Small Water Irrigation System Association,1.00,Cagayan,2nd District,Santo Ni?o (Faire),Namuccayan,,PH0201526,PH02015,barangay_unmatched
ABEMIS1887,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,BARANGABANG SWIP,National Government,DA - OSEC,Rice Program,2017,Cagayan Valley (Region II),3015700.48,BRGY. BATO FARMER BENEFICIARIES,1.00,Cagayan,3rd District,Enrile,Batu,PH0201512022,PH0201512,PH02015,barangay_matched
ABEMIS1888,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Virgoneza and Palacian FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),4566900.00,,0.59,Isabela,4th District,San Agustin,Virgoneza,PH0203127023,PH0203127,PH02031,barangay_matched
ABEMIS1889,Solar-Powered Irrigation System,abemis_solar_powered_irrigation_system_count,Irrigation and Water Systems,abemis_irrigation,Construction of Minanga Norte SPIS Project,National Government,DA - OSEC,Rice Program,2018,Cagayan Valley (Region II),6772310.00,Minolca Small Water Irrigation System Association,1.00,Cagayan,2nd District,Lasam,Minanga Norte,PH0201517017,PH0201517,PH02015,barangay_matched
ABEMIS1890,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,MAASI DD,National Government,DA - OSEC,Rice Program,2016,Cagayan Valley (Region II),5057839.67,MAASI Small Water Irrigation System Association,1.00,Isabela,1st District,Delfin Albano (Magsaysay),Maui,PH0203118010,PH0203118,PH02031,barangay_matched
ABEMIS1891,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Nueva Vizcaya Experiement Station FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2015,Cagayan Valley (Region II),4297200.00,,0.43,Nueva Vizcaya,Nueva Vizcaya,Bagabag,,,PH0205003,PH02050,barangay_unmatched
ABEMIS1892,Solar-Powered Irrigation System,abemis_solar_powered_irrigation_system_count,Irrigation and Water Systems,abemis_irrigation,Construction of Lemu Norte SPIS Project,National Government,DA - OSEC,Rice Program,2018,Cagayan Valley (Region II),5678000.00,Lemu Norte Indigenous Group Small Water Irrigation System Association,1.00,Cagayan,3rd District,Enrile,Lemu Norte,PH0201512010,PH0201512,PH02015,barangay_matched
ABEMIS1893,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,"Concreting of Brgy. Placer to Brgy. Dagupan FMR, Brgys. Dagupan and Brgy. Placer, Benito Soliven, Isabela",Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2017,Cagayan Valley (Region II),4725820.20,,0.35,Isabela,2nd District,Benito Soliven,Dagupan,PH0203104005,PH0203104,PH02031,barangay_matched
ABEMIS1894,Solar-Powered Irrigation System,abemis_solar_powered_irrigation_system_count,Irrigation and Water Systems,abemis_irrigation,Construction of Navagan SPIS Project,National Government,DA - OSEC,Rice Program,2018,Cagayan Valley (Region II),5678000.00,Pattao-Navagan Small Water Irrigation System Association,1.00,Cagayan,1st District,Aparri,Navagan,PH0201505032,PH0201505,PH02015,barangay_matched
ABEMIS1895,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,DIBULOS DD,National Government,DA - OSEC,Rice Program,2016,Cagayan Valley (Region II),724109.30,"RICE FARMERS OF BRGY. DIBULOS, DIVILACAN ISABELA",1.00,Isabela,1st District,Divilacan,Dibulos,PH0203111012,PH0203111,PH02031,barangay_matched
ABEMIS1896,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,MINULI DD,National Government,DA - OSEC,Rice Program,2016,Cagayan Valley (Region II),2806484.63,RICE FARMERS OF BRGY. DITARUM DIVILACAN ISABELA,1.00,Isabela,1st District,Divilacan,Ditarum,PH0203111013,PH0203111,PH02031,barangay_matched
ABEMIS1897,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Bantug FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),4973700.00,,1.92,Isabela,1st District,Tumauini,,,PH0203137,PH02031,barangay_unmatched
ABEMIS1898,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,Construction of Santiago SWIP,Rice Program,DA - OSEC,Rice Program,2021,Cagayan Valley (Region II),13788206.73,Santiago Small Water Irrigation System Association,1.00,Isabela,5th District,Quirino,Santiago,PH0203123015,PH0203123,PH02031,barangay_matched
ABEMIS1899,Farm-to-Market Road,abemis_farm_to_market_road_count,Farm-to-Market Roads,abemis_fmr,Concreting of Juaquin Dela Cruz FMR,Farm to Market Road Development Program,DA - OSEC,Farm to Market Road Development Program,2014,Cagayan Valley (Region II),5940000.00,,0.57,Cagayan,1st District,Camalaniugan,,,PH0201510,PH02015,barangay_unmatched
