facility_id,facility_name,facility_type,province,district,municipality,barangay,latitude,longitude,status,capacity,service_area_ha,project_amount,year_constructed,farmer_beneficiaries,banner_program,remarks
ABEMIS0001,Poultry House,ABEMIS_LIVESTOCK,Cagayan,2nd District,Piat,Baung,,,National Urban and Peri-Urban Agriculture Program,1.00,,0.00,2025,,National Urban and Peri-Urban Agriculture Program,Project Group: Livestock Facilities | Project Type: Chicken Housing | Beneficiary: Cagayan State University - Piat
ABEMIS1631,MATUSALEM SWIP REHAB,ABEMIS_IRRIGATION,Isabela,5th District,Roxas,Matusalem,,,Rice Program,1.00,,1436000.34,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BARAMBAN Small Water Irrigation System Association
ABEMIS1632,MANAOAG SWIP REHAB,ABEMIS_IRRIGATION,Isabela,6th District,City of Cauayan,Manaoag,,,Rice Program,0.00,,1848328.13,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: MANAOAG Small Water Irrigation System Association
ABEMIS1633,"Concreting of Brgy. Siempre Viva Norte to Brgy. Siempre Viva Sur FMR, Brgy. Siempre Viva Norte and Brgy. Siempre Viva Sur, Mallig, Isabela",ABEMIS_FMR,Isabela,5th District,Mallig,Siempre Viva Norte,,,Farm to Market Road Development Program,0.24,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1634,UBONG DD REHAB,ABEMIS_IRRIGATION,Cagayan,3rd District,Solana,Ubong,,,Rice Program,1.00,,2334136.85,2017,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Diversion Dam | Beneficiary: UBONG DD FARMER BENEFICIARIES
ABEMIS1635,LINOMOT SWIP REHAB,ABEMIS_IRRIGATION,Isabela,4th District,Jones,Linomot,,,Rice Program,1.00,,2851249.47,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: Ambanasan Small Water Irrigation System Association
ABEMIS1636,GAMIS SWIP,ABEMIS_IRRIGATION,Quirino,Quirino,Saguday,Gamis,,,Rice Program,1.00,,9878827.70,2015,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: GAMIS RICE FARMERS
ABEMIS1637,DIWAIRAS IRRIGATION CANAL,ABEMIS_IRRIGATION,Isabela,4th District,Cordon,Caquilingan (San Luis),,,Rice Program,1.00,,3843663.38,2016,,Rice Program,"Project Group: Irrigation and Water Systems | Project Type: Diversion Dam | Beneficiary: RICE FARMER BENEFICIARIES OF BRGY. CAQUILINGAN, CORDON, ISABELA"
ABEMIS1638,"Concreting of Road 1, Brgy. San Jose FMR, Brgy. San Jose, Roxas, Isabela",ABEMIS_FMR,Isabela,5th District,Roxas,San Jose,,,Farm to Market Road Development Program,0.24,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1639,MALIGAYA SWIP,ABEMIS_IRRIGATION,Isabela,6th District,City of Cauayan,Maligaya,,,Rice Program,1.00,,7473605.78,2017,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BRGY. MALIGAYA FARMER BENEFICIARIES
ABEMIS1640,MANGAYANG SWIP REHAB,ABEMIS_IRRIGATION,Nueva Vizcaya,Nueva Vizcaya,Dupax del Sur,Mangayang,,,Rice Program,1.00,,2400228.68,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: MANGAYANG Small Water Irrigation System Association
ABEMIS1641,Concreting of Manauag-Campo FMR,ABEMIS_FMR,Cagayan,3rd District,Iguig,Dumpao,,,Farm to Market Road Development Program,0.27,,2487500.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1642,"Concreting of Sitio Barako, Dagupan FMR, Brgy. Dagupan, Quezon, Nueva Vizcaya",ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Quezon,,,,Farm to Market Road Development Program,0.30,,1912442.55,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1643,KIMMALUGONG SWIP,ABEMIS_IRRIGATION,Cagayan,2nd District,Allacapan,Nagattatan,,,Rice Program,1.00,,7088102.91,2018,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: NAGATTATAN FARMERS
ABEMIS1644,AMNOT DD REHAB,ABEMIS_IRRIGATION,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Parai,,,Rice Program,1.00,,2751191.51,2016,,Rice Program,"Project Group: Irrigation and Water Systems | Project Type: Diversion Dam | Beneficiary: RICE FARMERS OF BRGY. PARAI, DUPAX DEL NORTE, NUEVA VIZZCAYA"
ABEMIS1645,"Concreting of Payin I FMR, Brgy. Chanarian, Basco, Batanes",ABEMIS_FMR,Batanes,Batanes,Basco (Capital),Chanarian,,,Farm to Market Road Development Program,0.14,,1817546.46,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1646,Concreting of Villabuena FMR,ABEMIS_FMR,Isabela,1st District,Santa Maria,Villabuena,,,Farm to Market Road Development Program,0.94,,4973700.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1647,CASALATAN SWIP,ABEMIS_IRRIGATION,Isabela,6th District,City of Cauayan,Disimuray,,,Rice Program,1.00,,861735.34,2017,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BRGY. DISIMURAY FARMER BENEFICIARIES
ABEMIS1648,"Concreting of Brgy. Bitabian to Sitio Udiao to Brgy. Daragutan West FMR, Brgy.Bitabian and Brgy. Daragutan West, San Mariano, Isabela",ABEMIS_FMR,Isabela,2nd District,San Mariano,Bitabian,,,Farm to Market Road Development Program,0.35,,4975000.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1649,"Concreting of Brgy. San Isidro FMR, Brgy. San Jose, Quirino, Isabela",ABEMIS_FMR,Isabela,5th District,Quirino,San Isidro,,,Farm to Market Road Development Program,0.20,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1650,GUNDAWAY SWIP,ABEMIS_IRRIGATION,Quirino,Quirino,Cabarroguis (Capital),Gundaway (Pob.),,,Rice Program,1.00,,2499937.76,2017,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BRGY. GUNDAWAY FARMER BENEFICIARIES
ABEMIS1651,Concreting of Tallag FMR,ABEMIS_FMR,Isabela,1st District,Cabagan,Tallag,,,Farm to Market Road Development Program,0.85,,4974600.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1652,"Concreting of Brgy. San Mateo FMR, Brgy. San Mateo, Quirino, Isabela",ABEMIS_FMR,Isabela,5th District,Quirino,San Mateo,,,Farm to Market Road Development Program,0.20,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1653,CABANUANGAN SWIP,ABEMIS_IRRIGATION,Cagayan,2nd District,Claveria,Centro VIII (Malasin West),,,Rice Program,1.00,,8767892.54,2018,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: CENTRO 8 FARMERS
ABEMIS1654,"Concreting of Sayed-Chiveh FMR, Brgy. Salagao, Ivana, Batanes",ABEMIS_FMR,Batanes,Batanes,Ivana,Salagao,,,Farm to Market Road Development Program,0.19,,1883896.88,2017,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1655,"Concreting of Brgy. Viga to Brgy. Centro 02 FMR, Brgy. Viga and Brgy. Centro 02, Angadanan, Isabela",ABEMIS_FMR,Isabela,3rd District,Angadanan,Viga,,,Farm to Market Road Development Program,1.54,,9899400.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1656,VILLA BINACUD DD,ABEMIS_IRRIGATION,Cagayan,2nd District,Claveria,Union,,,Rice Program,1.00,,2480120.70,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Diversion Dam | Beneficiary: VILLA BIMACUD Small Water Irrigation System Association
ABEMIS1657,"Concreting of Brgy. Malalinta and Brgy. Mararigue FMR, Brgy. Malalinta and Brgy. Mararigue, San Manuel, Isabela",ABEMIS_FMR,Isabela,5th District,San Manuel,Malalinta,,,Farm to Market Road Development Program,0.24,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1658,JOAQUIN DELACRUZ SWIP,ABEMIS_IRRIGATION,Cagayan,1st District,Camalaniugan,Dammang Norte (Joaquin de la Cruz),,,Rice Program,1.00,,11826759.34,2017,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: JOAQUIN DELA CRUZ SWIP FARMER BENEFICIARIES
ABEMIS1659,"Concreting of Brgy. San Miguel and Brgy. Pag-Rang-Ayan FMR, Brgy. San Miguel and Brgy. Pag-Rang-Ayan, Ramon, Isabela",ABEMIS_FMR,Isabela,3rd District,Ramon,,,,Farm to Market Road Development Program,1.28,,9650000.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1660,MINURI SWIP,ABEMIS_IRRIGATION,Isabela,4th District,Jones,Minuri,,,Rice Program,1.00,,9920101.55,2017,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BRGY. MINURI FARMER BENEFICIARIES
ABEMIS1661,"Concreting of Chaina-Tarayan-Gidem, Brgy. Panatayan, Mahatao, Batanes",ABEMIS_FMR,Batanes,Batanes,Mahatao,Panatayan,,,Farm to Market Road Development Program,0.57,,2167600.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1662,"Concreting of Brgy. Sta. Ana FMR, Brgy. Sta. Ana, Echague, Isabela",ABEMIS_FMR,Isabela,6th District,Echague,Santa Ana,,,Farm to Market Road Development Program,1.10,,9650000.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1663,"Concreting of Brgy. Masaya Centro FMR, Brgy. Masaya Centro, San Agustin, Isabela",ABEMIS_FMR,Isabela,4th District,San Agustin,Masaya Centro (Pob.),,,Farm to Market Road Development Program,0.28,,1990000.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1664,"Concreting of Brgy. Malasin FMR, Brgy. Malasin, Burgos, Isabela",ABEMIS_FMR,Isabela,5th District,Burgos,Malasin,,,Farm to Market Road Development Program,0.25,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1665,STA. ANA SWIP,ABEMIS_IRRIGATION,Cagayan,1st District,Gattaran,Sta. Ana,,,Rice Program,1.00,,16261453.28,2017,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: STA. ANA SWISA
ABEMIS1666,"Concreting of Brgy. Calaocan FMR, Brgy. Calaocan, Delfin Albano, Isabela",ABEMIS_FMR,Isabela,1st District,Delfin Albano (Magsaysay),Caloocan,,,Farm to Market Road Development Program,1.10,,4975000.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1667,Concreting of Dunggan-Nanungaran Anu Brgy. Road,ABEMIS_FMR,Cagayan,2nd District,Rizal,Dunggan,,,Farm to Market Road Development Program,0.27,,1950000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1668,Concreting of Brgy. Aliaga Proper-Highway FMR,ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Bambang,Abian,,,Farm to Market Road Development Program,0.37,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1669,Capannikian-Tabbugan FMR,ABEMIS_FMR,Cagayan,2nd District,Claveria,Capanikian,,,Farm to Market Road Development Program,0.58,,3960000.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1670,DIARAO SWIP,ABEMIS_IRRIGATION,Isabela,4th District,Jones,Diarao,,,Rice Program,1.00,,8284919.50,2017,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: BRGY. DIARAO FARMER BENEFICIARIES
ABEMIS1671,"Concreting of Brgy. San Miguel to Brgy. Catabban FMR, Brgy. San Miguel and Brgy. Catabban, Burgos, Isabela",ABEMIS_FMR,Isabela,5th District,Burgos,San Miguel,,,Farm to Market Road Development Program,0.25,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1672,CABIRAOAN DD,ABEMIS_IRRIGATION,Cagayan,1st District,Gonzaga,Cabiraoan,,,Rice Program,1.00,,4211553.15,2017,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Diversion Dam | Beneficiary: CABIRAOAN FARMER BENEFICIARIES
ABEMIS1673,"Concreting of Brgy. San Bonifacio FMR, Brgy. San Bonifacio, Burgos, Isabela",ABEMIS_FMR,Isabela,5th District,Burgos,San Bonifacio,,,Farm to Market Road Development Program,0.25,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1674,Concreting of Logpond Brgy. Kongkong - Natakawan FMR,ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Kasibu,Kongkong,,,Farm to Market Road Development Program,0.39,,1939200.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1675,"Concreting of Brgy. Ugad Proper to Brgy. Caltex FMR, Brgy. Ugad Proper, and Brgy. Caltex, Cabagan, Isabela",ABEMIS_FMR,Isabela,1st District,Cabagan,,,,Farm to Market Road Development Program,0.96,,5000000.00,2018,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1676,"Concreting of Isabela Experiment Station, Brgy. Upi FMR, Brgy. Upi, Gamu, Isabela",ABEMIS_FMR,Isabela,2nd District,Gamu,Upi,,,Farm to Market Road Development Program,1.49,,2880777.57,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1677,"Concreting of Brgy. Babadi FMR, Brgy. Babadi, Kayapa, Nueva Vizcaya",ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Kayapa,Babadi,,,Farm to Market Road Development Program,0.54,,0.00,2018,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1678,GADDANGAO SWIP,ABEMIS_IRRIGATION,Cagayan,2nd District,Rizal,Gaddangao,,,Rice Program,1.00,,16383602.53,2016,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: KALINAOAN GADDANGAO BALUNCANAG Small Water Irrigation System Association
ABEMIS1679,"Concreting of Brgy. San Rafael FMR, Brgy. San Rafael, Sto. Tomas, Isabela",ABEMIS_FMR,Isabela,1st District,Santo Tomas,San Rafael Abajo,,,Farm to Market Road Development Program,1.32,,7959987.49,2018,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1680,Concreting of Aggub FMR,ABEMIS_FMR,Isabela,1st District,Cabagan,Aggub,,,Farm to Market Road Development Program,0.65,,4712000.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1681,"Concreting of Brgy. Mansibang FMR, Brgy. Mansibang, Naguilian, Isabela",ABEMIS_FMR,Isabela,2nd District,Naguilian,Mansibang,,,Farm to Market Road Development Program,0.20,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1682,"Concreting of Brgy. Manaring to Brgy. Cabaruan FMR, Brgy. Manaring and Cabaruan, Naguilian",ABEMIS_FMR,Isabela,2nd District,Naguilian,Manaring,,,Farm to Market Road Development Program,0.20,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1683,"Concreting of Purok 2, San Antonio FMR",ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Bambang,San Antonio North,,,Farm to Market Road Development Program,0.44,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1684,"Concreting of Brgy. Andarayan to Sitio Limbo to Brgy. San Isidro FMR, Brgy. Andarayan and Brgy. San Isidro, Delfin Albano, Isabela",ABEMIS_FMR,Isabela,1st District,Delfin Albano (Magsaysay),Andarayan,,,Farm to Market Road Development Program,0.70,,4975277.44,2018,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1685,Concreting of Kakiduguen - Biyoy FMR,ABEMIS_FMR,Nueva Vizcaya,Nueva Vizcaya,Kasibu,Kakiduguen,,,Farm to Market Road Development Program,0.51,,1999400.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1686,CABAYU SWIP,ABEMIS_IRRIGATION,Cagayan,1st District,Gattaran,Cabayu,,,Rice Program,1.00,,7309110.60,2017,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: CABAYU SWISA
ABEMIS1687,"COncreting of Brgy. Yeban Sur to Brgy. Yeban Norte FMR Brgy. Yeban Sur and Yeban Norte, Benito Soliven, Isabela",ABEMIS_FMR,Isabela,2nd District,Benito Soliven,Yeban Norte,,,Farm to Market Road Development Program,0.20,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1688,DIBULO DD,ABEMIS_IRRIGATION,Isabela,4th District,Dinapigue,Dibulo,,,Rice Program,1.00,,5452241.35,2017,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Diversion Dam | Beneficiary: BRGY. DIBULO FARMER BENEFICARIES
ABEMIS1689,"Concreting of Brgy. Ugad FMR, Brgy. Ugad, Tumauini, Isabel",ABEMIS_FMR,Isabela,1st District,Tumauini,,,,Farm to Market Road Development Program,0.96,,4975271.89,2018,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1690,"Concreting of Brgy. District 2 (Poblacion) FMR, Brgy. District 2 (Poblacion), Benito Soliven, Isabela",ABEMIS_FMR,Isabela,2nd District,Benito Soliven,District II (Pob.),,,Farm to Market Road Development Program,0.32,,1990000.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1691,Concreting of Brgy. Kadalagan FMR,ABEMIS_FMR,Cagayan,1st District,Gonzaga,Santa Clara,,,Farm to Market Road Development Program,0.66,,5940000.00,2014,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
ABEMIS1692,GAMMAD SWIP,ABEMIS_IRRIGATION,Cagayan,3rd District,Iguig,Gammad,,,Rice Program,1.00,,15651333.34,2018,,Rice Program,Project Group: Irrigation and Water Systems | Project Type: Small Water Impounding Project | Beneficiary: GAMMAD FARMERS
ABEMIS1693,"Concreting of Brgy. Bunnay to Brgy. La Suerte FMR, Brgy. Bunnay and Brgy. La Suerte, Angadanan, Isabela",ABEMIS_FMR,Isabela,3rd District,Angadanan,,,,Farm to Market Road Development Program,1.38,,9949900.00,2015,,Farm to Market Road Development Program,Project Group: Farm-to-Market Roads | Project Type: Farm-to-Market Road | Beneficiary: 
